,PRODUCTOID,PRODUCTO,PRODUCTOCODIGO,DEPOSITOID,DEPOSITO,SUPERFICIE,CANTIDAD1,UNIDAD1,CANTIDAD2,UNIDAD2,PUNTOREPOSICION,CANTIDADSTOCKAREPONER,LUGARID,LUGAR,RELACIONCANTIDADES,CARGA,MONEDA,COTIZACION,PRECIOUNIDADSTOCK1,PRECIOUNIDADSTOCK2,IMPORTE,PRODUCTORAMA1,PRODUCTORAMA2,PRODUCTORAMA3,PRODUCTORAMAN,DEPOSITORAMA1,DEPOSITORAMA2,DEPOSITORAMA3,DEPOSITORAMAN,PARTIDA,CARGACANTIDAD1PORSUPERFICIE,PARTIDA_ALTA,PARTIDA_VTO,ORGANIZACIONID,ORGANIZACION,CUENTA,TENENCIA,PARTIDAID,STOCKMINIMO,CONCEPTOPRODUCTO,MARCA,SUBFAMILIA,FAMILIA,RUBRO,ACTIVO
863,618,CATETER BALON TYSHAK-NUCLEUS 14 MM X 3.0 CM,TN024,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,TYSHAK-NUCLEUS,NUMED,CARDIOLOGIA,True
864,620,CATETER BALON TYSHAK-NUCLEUS 16 MM X 3.0 CM,TN028,112,OMNIMEDICA CENTRAL,,3.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,43875.0,0.0,131625.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,TYSHAK-NUCLEUS,NUMED,CARDIOLOGIA,True
865,621,CATETER BALON TYSHAK-NUCLEUS 16 MM X 4.0 CM,TN029,112,OMNIMEDICA CENTRAL,,2.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,43875.0,0.0,87750.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,TYSHAK-NUCLEUS,NUMED,CARDIOLOGIA,True
866,622,CATETER BALON TYSHAK-NUCLEUS 18 MM X 3.0 CM,TN030,112,OMNIMEDICA CENTRAL,,2.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,43875.0,0.0,87750.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,TYSHAK-NUCLEUS,NUMED,CARDIOLOGIA,True
867,623,CATETER BALON TYSHAK-NUCLEUS 18 MM X 4.0 CM,TN031,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,3.0,2.0,,,0.0,0.0,Dólares,135.0,43875.0,0.0,43875.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,TYSHAK-NUCLEUS,NUMED,CARDIOLOGIA,True
868,625,CATETER BALON TYSHAK-NUCLEUS 20 MM X 4.0 CM,TN033,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,3.0,3.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,TYSHAK-NUCLEUS,NUMED,CARDIOLOGIA,True
869,627,CATETER BALON COEFFICIENT 05 MM X 2.0 CM X 75 CM,COE104,112,OMNIMEDICA CENTRAL,,2.0,Unidades,0.0,,3.0,1.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,67500.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
870,628,CATETER BALON COEFFICIENT 06 MM X 2.0 CM X 75 CM,COE107,112,OMNIMEDICA CENTRAL,,2.0,Unidades,0.0,,5.0,3.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,67500.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
871,628,CATETER BALON COEFFICIENT 06 MM X 2.0 CM X 75 CM,COE107,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
872,629,CATETER BALON COEFFICIENT 07 MM X 2.0 CM X 75 CM,COE110,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,9.0,9.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
873,629,CATETER BALON COEFFICIENT 07 MM X 2.0 CM X 75 CM,COE110,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
874,630,CATETER BALON COEFFICIENT 08 MM X 2.0 CM X 75 CM,COE113,112,OMNIMEDICA CENTRAL,,4.0,Unidades,0.0,,5.0,1.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,135000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
875,630,CATETER BALON COEFFICIENT 08 MM X 2.0 CM X 75 CM,COE113,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
876,631,CATETER BALON COEFFICIENT 09 MM X 2.0 CM X 75 CM,COE116,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,5.0,4.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,33750.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
877,631,CATETER BALON COEFFICIENT 09 MM X 2.0 CM X 75 CM,COE116,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
878,632,CATETER BALON COEFFICIENT 10 MM X 2.0 CM X 75 CM,COE119,112,OMNIMEDICA CENTRAL,,3.0,Unidades,0.0,,10.0,7.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,101250.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
879,632,CATETER BALON COEFFICIENT 10 MM X 2.0 CM X 75 CM,COE119,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
880,633,CATETER BALON COEFFICIENT 11 MM X 2.0 CM X 75 CM,COE122,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,5.0,4.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,33750.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
881,633,CATETER BALON COEFFICIENT 11 MM X 2.0 CM X 75 CM,COE122,122,CIRUGIA DEL ESTE,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
882,633,CATETER BALON COEFFICIENT 11 MM X 2.0 CM X 75 CM,COE122,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
883,634,CATETER BALON COEFFICIENT 11 MM X 3.0 CM X 75 CM,COE123,112,OMNIMEDICA CENTRAL,,4.0,Unidades,0.0,,5.0,1.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,135000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
884,636,CATETER BALON COEFFICIENT 12 MM X 2.0 CM X 75 CM,COE125,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,5.0,4.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,33750.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
885,636,CATETER BALON COEFFICIENT 12 MM X 2.0 CM X 75 CM,COE125,116,INSTITUTO MEDICO MODELO SOLANO,,2.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,67500.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
886,636,CATETER BALON COEFFICIENT 12 MM X 2.0 CM X 75 CM,COE125,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
887,637,CATETER BALON COEFFICIENT 12 MM X 3.0 CM X 75 CM,COE126,112,OMNIMEDICA CENTRAL,,3.0,Unidades,0.0,,5.0,2.0,,,0.0,0.0,Dólares,135.0,33750.0,0.0,101250.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
888,637,CATETER BALON COEFFICIENT 12 MM X 3.0 CM X 75 CM,COE126,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,COEFFICIENT,NUMED,CARDIOLOGIA,True
889,639,CATETER ATRIOSEPTOSTOMIA Z-5 09.5 MM X 0.95 CM X 4 FR,SPT002,112,OMNIMEDICA CENTRAL,,19.0,Unidades,0.0,,12.0,0.0,,,0.0,0.0,Dólares,135.0,22275.0,0.0,423225.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,Z5,NUMED,CARDIOLOGIA,True
890,639,CATETER ATRIOSEPTOSTOMIA Z-5 09.5 MM X 0.95 CM X 4 FR,SPT002,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,Z5,NUMED,CARDIOLOGIA,True
891,640,CATETER ATRIOSEPTOSTOMIA Z-5 13.5 MM X 1.35 CM X 5 FR,SPT003,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,24.0,24.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,Z5,NUMED,CARDIOLOGIA,True
892,640,CATETER ATRIOSEPTOSTOMIA Z-5 13.5 MM X 1.35 CM X 5 FR,SPT003,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,Z5,NUMED,CARDIOLOGIA,True
893,641,CATETER BALON MULLINS X 12 MM X 3.0 CM,PTM440,112,OMNIMEDICA CENTRAL,,7.0,Unidades,0.0,,2.0,0.0,,,0.0,0.0,Dólares,135.0,43875.0,0.0,307125.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
894,642,CATETER BALON MULLINS X 12 MM X 4.0 CM,PTM441,112,OMNIMEDICA CENTRAL,,4.0,Unidades,0.0,,5.0,1.0,,,0.0,0.0,Dólares,135.0,43875.0,0.0,175500.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
895,643,CATETER BALON MULLINS X 14 MM X 3.0 CM,PTM442,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,2.0,1.0,,,0.0,0.0,Dólares,135.0,43875.0,0.0,43875.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
896,643,CATETER BALON MULLINS X 14 MM X 3.0 CM,PTM442,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
897,644,CATETER BALON MULLINS X 14 MM X 4.0 CM,PTM443,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,5.0,5.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
898,644,CATETER BALON MULLINS X 14 MM X 4.0 CM,PTM443,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
899,645,CATETER BALON MULLINS X 16 MM X 3.0 CM,PTM446,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,3.0,2.0,,,0.0,0.0,Dólares,135.0,43875.0,0.0,43875.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
900,645,CATETER BALON MULLINS X 16 MM X 3.0 CM,PTM446,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
901,646,CATETER BALON MULLINS X 16 MM X 4.0 CM,PTM447,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,5.0,5.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
902,646,CATETER BALON MULLINS X 16 MM X 4.0 CM,PTM447,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
903,647,CATETER BALON MULLINS X 18 MM X 4.0 CM,PTM449,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,7.0,7.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
904,647,CATETER BALON MULLINS X 18 MM X 4.0 CM,PTM449,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
905,648,CATETER BALON MULLINS X 20 MM X 4.0 CM,PTM451,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,7.0,6.0,,,0.0,0.0,Dólares,135.0,43875.0,0.0,43875.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
906,648,CATETER BALON MULLINS X 20 MM X 4.0 CM,PTM451,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
907,649,CATETER BALON MULLINS X 22 MM X 4.0 CM,PTM453,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,5.0,5.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
908,649,CATETER BALON MULLINS X 22 MM X 4.0 CM,PTM453,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,MULLINS,NUMED,CARDIOLOGIA,True
909,651,CATETER BALON PTS X 20 MM X 4.0 CM,PTSX204,112,OMNIMEDICA CENTRAL,,2.0,Unidades,0.0,,5.0,3.0,,,0.0,0.0,Dólares,135.0,20250.0,0.0,40500.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,PTS,NUMED,CARDIOLOGIA,True
910,651,CATETER BALON PTS X 20 MM X 4.0 CM,PTSX204,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,PTS,NUMED,CARDIOLOGIA,True
911,652,CATETER BALON PTS X 25 MM X 3.0 CM,PTSX253,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,3.0,3.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,PTS,NUMED,CARDIOLOGIA,True
912,652,CATETER BALON PTS X 25 MM X 3.0 CM,PTSX253,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,PTS,NUMED,CARDIOLOGIA,True
913,653,CATETER BALON PTS X 25 MM X 4.0 CM,PTSX254,112,OMNIMEDICA CENTRAL,,4.0,Unidades,0.0,,7.0,3.0,,,0.0,0.0,Dólares,135.0,20250.0,0.0,81000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,PTS,NUMED,CARDIOLOGIA,True
914,655,CATETER BALON PTS X 30 MM X 4.0 CM,PTSX304,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,7.0,6.0,,,0.0,0.0,Dólares,135.0,20250.0,0.0,20250.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,PTS,NUMED,CARDIOLOGIA,True
915,655,CATETER BALON PTS X 30 MM X 4.0 CM,PTSX304,127,CIGRAL INSUMOS MEDICOS SRL,,1.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,20250.0,0.0,20250.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,PTS,NUMED,CARDIOLOGIA,True
916,655,CATETER BALON PTS X 30 MM X 4.0 CM,PTSX304,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,PTS,NUMED,CARDIOLOGIA,True
917,717,AVIOR STENT 2.00 MM X 08 MM,AR2008,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,AVIOR,QUALIMED,CARDIOLOGIA,True
918,717,AVIOR STENT 2.00 MM X 08 MM,AR2008,116,INSTITUTO MEDICO MODELO SOLANO,,1.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,32400.0,0.0,32400.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,AVIOR,QUALIMED,CARDIOLOGIA,True
919,718,AVIOR STENT 2.00 MM X 12 MM,AR2012,112,OMNIMEDICA CENTRAL,,72.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,32400.0,0.0,2332800.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,AVIOR,QUALIMED,CARDIOLOGIA,True
920,718,AVIOR STENT 2.00 MM X 12 MM,AR2012,113,HOSPITAL ITALIANO LA PLATA,,13.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,32400.0,0.0,421200.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,AVIOR,QUALIMED,CARDIOLOGIA,True
921,718,AVIOR STENT 2.00 MM X 12 MM,AR2012,114,CLINICA SAN NICOLAS,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,AVIOR,QUALIMED,CARDIOLOGIA,True
922,718,AVIOR STENT 2.00 MM X 12 MM,AR2012,115,HOSPITAL SOR MARIA LUDOVICA,,1.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,32400.0,0.0,32400.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,AVIOR,QUALIMED,CARDIOLOGIA,True
923,719,AVIOR STENT 2.00 MM X 16 MM,AR2016,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,AVIOR,QUALIMED,CARDIOLOGIA,True
924,719,AVIOR STENT 2.00 MM X 16 MM,AR2016,116,INSTITUTO MEDICO MODELO SOLANO,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,AVIOR,QUALIMED,CARDIOLOGIA,True
925,720,AVIOR STENT 2.00 MM X 19 MM,AR2019,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,AVIOR,QUALIMED,CARDIOLOGIA,True
