,PRODUCTOID,PRODUCTO,PRODUCTOCODIGO,DEPOSITOID,DEPOSITO,SUPERFICIE,CANTIDAD1,UNIDAD1,CANTIDAD2,UNIDAD2,PUNTOREPOSICION,CANTIDADSTOCKAREPONER,LUGARID,LUGAR,RELACIONCANTIDADES,CARGA,MONEDA,COTIZACION,PRECIOUNIDADSTOCK1,PRECIOUNIDADSTOCK2,IMPORTE,PRODUCTORAMA1,PRODUCTORAMA2,PRODUCTORAMA3,PRODUCTORAMAN,DEPOSITORAMA1,DEPOSITORAMA2,DEPOSITORAMA3,DEPOSITORAMAN,PARTIDA,CARGACANTIDAD1PORSUPERFICIE,PARTIDA_ALTA,PARTIDA_VTO,ORGANIZACIONID,ORGANIZACION,CUENTA,TENENCIA,PARTIDAID,STOCKMINIMO,CONCEPTOPRODUCTO,MARCA,SUBFAMILIA,FAMILIA,RUBRO,ACTIVO
0,487,CATETER BALON BIB 10 MM X 3.0 CM,BB005,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,3.0,3.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
1,487,CATETER BALON BIB 10 MM X 3.0 CM,BB005,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
2,488,CATETER BALON BIB 10 MM X 4.5 CM,BB048,112,OMNIMEDICA CENTRAL,,2.0,Unidades,0.0,,3.0,1.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,108000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
3,489,CATETER BALON BIB 12 MM X 3.0 CM,BB006,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,3.0,2.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,54000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
4,489,CATETER BALON BIB 12 MM X 3.0 CM,BB006,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
5,490,CATETER BALON BIB 12 MM X 3.5 CM,BB009,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,2.0,1.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,54000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
6,491,CATETER BALON BIB 12 MM X 4.0 CM,BB033,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,6.0,5.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,54000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
7,492,CATETER BALON BIB 12 MM X 4.5 CM,BB037,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,6.0,5.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,54000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
8,493,CATETER BALON BIB 14 MM X 3.0 CM,BB052,112,OMNIMEDICA CENTRAL,,3.0,Unidades,0.0,,4.0,1.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,162000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
9,493,CATETER BALON BIB 14 MM X 3.0 CM,BB052,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
10,494,CATETER BALON BIB 14 MM X 3.5 CM,BB025,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,2.0,1.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,54000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
11,495,CATETER BALON BIB 14 MM X 4.0 CM,BB038,112,OMNIMEDICA CENTRAL,,4.0,Unidades,0.0,,5.0,1.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,216000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
12,496,CATETER BALON BIB 14 MM X 4.5 CM,BB035,112,OMNIMEDICA CENTRAL,,2.0,Unidades,0.0,,3.0,1.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,108000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
13,496,CATETER BALON BIB 14 MM X 4.5 CM,BB035,141,BANCO DE PENDIENTES ,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
14,497,CATETER BALON BIB 16 MM X 3.0 CM,BB010,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,2.0,1.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,54000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
15,498,CATETER BALON BIB 16 MM X 3.5 CM,BB026,112,OMNIMEDICA CENTRAL,,2.0,Unidades,0.0,,2.0,0.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,108000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
16,499,CATETER BALON BIB 16 MM X 4.0 CM,BB013,112,OMNIMEDICA CENTRAL,,1.0,Unidades,0.0,,9.0,8.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,54000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
17,500,CATETER BALON BIB 16 MM X 4.5 CM,BB016,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,6.0,6.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
18,501,CATETER BALON BIB 18 MM X 3.5 CM,BB027,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,2.0,2.0,,,0.0,0.0,Dólares,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
19,502,CATETER BALON BIB 18 MM X 4.0 CM,BB041,112,OMNIMEDICA CENTRAL,,3.0,Unidades,0.0,,5.0,2.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,162000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
20,503,CATETER BALON BIB 18 MM X 4.5 CM,BB029,112,OMNIMEDICA CENTRAL,,2.0,Unidades,0.0,,5.0,3.0,,,0.0,0.0,Dólares,135.0,54000.0,0.0,108000.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,NuMED,BIB,NUMED,CARDIOLOGIA,True
21,836,PROPOS STENT XS 10 MM X 36 MM X 135 CM,13QBX100365F,138,CLINICA DEL BUEN PASTOR,,1.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,24300.0,0.0,24300.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,PROPOS,QUALIMED,CARDIOLOGIA,True
22,836,PROPOS STENT XS 10 MM X 36 MM X 135 CM,13QBX100365F,159,Nuestra Señora del Pilar,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,PROPOS,QUALIMED,CARDIOLOGIA,True
23,837,PROPOS STENT XS 10 MM X 57 MM X 135 CM,13QBX100575F,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,2.0,2.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,PROPOS,QUALIMED,CARDIOLOGIA,True
24,837,PROPOS STENT XS 10 MM X 57 MM X 135 CM,13QBX100575F,122,CIRUGIA DEL ESTE,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,PROPOS,QUALIMED,CARDIOLOGIA,True
25,837,PROPOS STENT XS 10 MM X 57 MM X 135 CM,13QBX100575F,133,SANATORIO BERNAL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,PROPOS,QUALIMED,CARDIOLOGIA,True
26,837,PROPOS STENT XS 10 MM X 57 MM X 135 CM,13QBX100575F,138,CLINICA DEL BUEN PASTOR,,1.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,24300.0,0.0,24300.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,PROPOS,QUALIMED,CARDIOLOGIA,True
27,838,ORIONIS DRUG BALLOON 1.50 MM X 20 MM ,DBM1520,112,OMNIMEDICA CENTRAL,,4.0,Unidades,0.0,,3.0,0.0,,,0.0,0.0,Euro,135.0,33075.0,0.0,132300.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
28,838,ORIONIS DRUG BALLOON 1.50 MM X 20 MM ,DBM1520,116,INSTITUTO MEDICO MODELO SOLANO,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
29,838,ORIONIS DRUG BALLOON 1.50 MM X 20 MM ,DBM1520,124,CLINICA DE LA COMUNIDAD DE ENSENADA,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
30,838,ORIONIS DRUG BALLOON 1.50 MM X 20 MM ,DBM1520,129,FUNDACION NSTRA SRA DEL ROSARIO DE SAN NICOLAS,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
31,838,ORIONIS DRUG BALLOON 1.50 MM X 20 MM ,DBM1520,135,CAMMAR,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
32,838,ORIONIS DRUG BALLOON 1.50 MM X 20 MM ,DBM1520,146,BANCO CLINICA CONSTITUYENTES,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
33,838,ORIONIS DRUG BALLOON 1.50 MM X 20 MM ,DBM1520,149,BANCO SANATORIO SAN MIGUEL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
34,838,ORIONIS DRUG BALLOON 1.50 MM X 20 MM ,DBM1520,152,SANATORIO PRIVADO SALUD,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
35,840,ORIONIS DRUG BALLOON 2.00 MM X 15 MM,DBM2015,112,OMNIMEDICA CENTRAL,,3.0,Unidades,0.0,,1.0,0.0,,,0.0,0.0,Euro,135.0,33075.0,0.0,99225.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
36,840,ORIONIS DRUG BALLOON 2.00 MM X 15 MM,DBM2015,116,INSTITUTO MEDICO MODELO SOLANO,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
37,840,ORIONIS DRUG BALLOON 2.00 MM X 15 MM,DBM2015,122,CIRUGIA DEL ESTE,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
38,840,ORIONIS DRUG BALLOON 2.00 MM X 15 MM,DBM2015,129,FUNDACION NSTRA SRA DEL ROSARIO DE SAN NICOLAS,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
39,840,ORIONIS DRUG BALLOON 2.00 MM X 15 MM,DBM2015,149,BANCO SANATORIO SAN MIGUEL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
40,840,ORIONIS DRUG BALLOON 2.00 MM X 15 MM,DBM2015,152,SANATORIO PRIVADO SALUD,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
41,841,ORIONIS DRUG BALLOON 2.00 MM X 20 MM,DBM2020,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,3.0,3.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
42,841,ORIONIS DRUG BALLOON 2.00 MM X 20 MM,DBM2020,116,INSTITUTO MEDICO MODELO SOLANO,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
43,841,ORIONIS DRUG BALLOON 2.00 MM X 20 MM,DBM2020,124,CLINICA DE LA COMUNIDAD DE ENSENADA,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
44,841,ORIONIS DRUG BALLOON 2.00 MM X 20 MM,DBM2020,133,SANATORIO BERNAL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
45,841,ORIONIS DRUG BALLOON 2.00 MM X 20 MM,DBM2020,135,CAMMAR,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
46,841,ORIONIS DRUG BALLOON 2.00 MM X 20 MM,DBM2020,152,SANATORIO PRIVADO SALUD,,1.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,33075.0,0.0,33075.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
47,841,ORIONIS DRUG BALLOON 2.00 MM X 20 MM,DBM2020,154,Clínica Mariano Moreno de Moreno,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
48,842,ORIONIS DRUG BALLOON 2.00 MM X 25 MM,DBM2025,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,1.0,1.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
49,842,ORIONIS DRUG BALLOON 2.00 MM X 25 MM,DBM2025,116,INSTITUTO MEDICO MODELO SOLANO,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
50,842,ORIONIS DRUG BALLOON 2.00 MM X 25 MM,DBM2025,149,BANCO SANATORIO SAN MIGUEL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
51,842,ORIONIS DRUG BALLOON 2.00 MM X 25 MM,DBM2025,152,SANATORIO PRIVADO SALUD,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
52,844,ORIONIS DRUG BALLOON 2.25 MM X 15 MM,DBM2215,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,1.0,1.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
53,844,ORIONIS DRUG BALLOON 2.25 MM X 15 MM,DBM2215,116,INSTITUTO MEDICO MODELO SOLANO,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
54,844,ORIONIS DRUG BALLOON 2.25 MM X 15 MM,DBM2215,135,CAMMAR,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
55,844,ORIONIS DRUG BALLOON 2.25 MM X 15 MM,DBM2215,138,CLINICA DEL BUEN PASTOR,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
56,844,ORIONIS DRUG BALLOON 2.25 MM X 15 MM,DBM2215,149,BANCO SANATORIO SAN MIGUEL,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
57,844,ORIONIS DRUG BALLOON 2.25 MM X 15 MM,DBM2215,154,Clínica Mariano Moreno de Moreno,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
58,845,ORIONIS DRUG BALLOON 2.25 MM X 20 MM,DBM2220,112,OMNIMEDICA CENTRAL,,0.0,Unidades,0.0,,5.0,5.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,0.0,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
59,845,ORIONIS DRUG BALLOON 2.25 MM X 20 MM,DBM2220,116,INSTITUTO MEDICO MODELO SOLANO,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
60,845,ORIONIS DRUG BALLOON 2.25 MM X 20 MM,DBM2220,124,CLINICA DE LA COMUNIDAD DE ENSENADA,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
61,845,ORIONIS DRUG BALLOON 2.25 MM X 20 MM,DBM2220,129,FUNDACION NSTRA SRA DEL ROSARIO DE SAN NICOLAS,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
62,845,ORIONIS DRUG BALLOON 2.25 MM X 20 MM,DBM2220,135,CAMMAR,,0.0,Unidades,0.0,,0.0,0.0,,,0.0,0.0,Euro,135.0,0.0,0.0,0.0,,,,,,,,,,0.0,01-01-1900,01-01-1900,,,Mercadería en Stock Bienes Importados,0.0,0,,Prod. Venta/Compra/Stock,Stron Medical,ORIONIS,QUALIMED,CARDIOLOGIA,True
